text,category
gaming cafe bokking urgent,entertainment
bookmyshow recharge for home,entertainment
gaming cafe purchase family use,entertainment
pvr order for home,entertainment
wynk music payment one time,entertainment
bookmyshow bill late night,entertainment
gaming cafe monthly charge urgent,entertainment
bookmyshow order monthly,entertainment
pvr payment urgent,entertainment
gaming cafe bill urgent,entertainment
spotify payment routine,entertainment
wynk music purchase family use,entertainment
hotstar subscription family use,entertainment
steam recharge for office,entertainment
wynk music recharge during trip,entertainment
prime video monthly charge routine,entertainment
steam txn for home,entertainment
spotify subscription for office,entertainment
wynk music bill personal,entertainment
pvr txn family use,entertainment
wynk music payment personal,entertainment
steam payment personal,entertainment
hotstar yearly subscription charge,entertainment
pvr yearly subscrption charge,entertainment
prime video payment family use,entertainment
hotstar booking personal,entertainment
hotstar txn monthly,entertainment
pvr yearly subscription charge,entertainment
gaming cafe txn monthly,entertainment
bookmyshow yearly subscription charge,entertainment
inox yearly subscription charge,entertainment
pvr monthly charge urgent,entertainment
gaming cafe order routine,entertainment
bookmyshow bokking monthly,entertainment
pvr recharge urgent,entertainment
netflix bill urgent,entertainment
steam payment personal,entertainment
netflix txn for home,entertainment
spotify monthly charge monthly,entertainment
hotstar txn monthly,entertainment
gaming cafe purchase late night,entertainment
hotstar payment for home,entertainment
wynk music yearly subscription charge,entertainment
wynk music yearly subscription charge,entertainment
prime video payment late night,entertainment
wynk music bill for home,entertainment
pvr purchase for office,entertainment
spotify monthly charge urgent,entertainment
wynk music order personal,entertainment
steam txn for home,entertainment
steam yearly subscription charge,entertainment
wynk music yearly subscription charge,entertainment
inox monthly charge personal,entertainment
inox subscription for office,entertainment
wynk music yearly subscription charge,entertainment
gaming cafe monthly charge urgent,entertainment
hotstar expense one time,entertainment
inox expense family use,entertainment
inox booking monthly,entertainment
steam order for office,entertainment
steam order one time,entertainment
spotify expense urgent,entertainment
bookmyshow booking one time,entertainment
netflix recharge for home,entertainment
prime video yearly subscription charge,entertainment
gaming cafe yearly subscrption charge,entertainment
inox subscription urgent,entertainment
hotstar expense urgent,entertainment
steam subscription urgent,entertainment
wynk music bill one time,entertainment
gaming cafe expence personal,entertainment
netflix yearly subscription charge,entertainment
pvr booking for home,entertainment
inox monthly charge family use,entertainment
bookmyshow recharge routine,entertainment
gaming cafe subscription family use,entertainment
inox monthy charge for home,entertainment
netflix yearly subscription charge,entertainment
netflix order one time,entertainment
hotstar yearly subscription charge,entertainment
steam recharge for office,entertainment
hotstar recharge routine,entertainment
pvr yearly subscription charge,entertainment
gaming cafe purchase family use,entertainment
prime video yearly subscription charge,entertainment
gaming cafe recharge one time,entertainment
bookmyshow payment during trip,entertainment
spotify paymnt during trip,entertainment
spotify booking for home,entertainment
prime video subscription family use,entertainment
hotstar subscrption urgent,entertainment
inox yearly subscription charge,entertainment
steam subscrption routine,entertainment
pvr purchase monthly,entertainment
hotstar order family use,entertainment
steam yearly subscription charge,entertainment
steam monthly charge during trip,entertainment
netflix purchase for home,entertainment
prime video bill family use,entertainment
prime video subscription during trip,entertainment
steam order family use,entertainment
spotify monthly charge personal,entertainment
steam expense late night,entertainment
bookmyshow payment urgent,entertainment
steam subscription family use,entertainment
wynk music monthly charge monthly,entertainment
bookmyshow monthy charge monthly,entertainment
wynk music booking for home,entertainment
pvr yearly subscription charge,entertainment
netflix purchase urgent,entertainment
hotstar bokking family use,entertainment
